sys_name	syn	std_name
YKL017C	YKL017C	HCS1
YKL018W	SWD2	SWD2
YKL018W	YKL018W	SWD2
YKL019W	RAM2	RAM2
YKL019W	YKL019W	RAM2
YKL020C	SPT23	SPT23
YKL020C	YKL020C	SPT23
YKL021C	MAK11	MAK11
YKL021C	YKL021C	MAK11
YKL022C	CDC16	CDC16
YKL022C	YKL022C	CDC16
YKL023W	SKA1	SKA1
YKL023W	YKL023W	SKA1
YKL024C	URA6	URA6
YKL024C	YKL024C	URA6
YKL025C	PAN3	PAN3
YKL025C	YKL025C	PAN3
YKL026C	GPX1	GPX1
YKL026C	YKL026C	GPX1
YKL027W	TCD2	TCD2
YKL027W	YKL027W	TCD2
YKL028W	TFA1	TFA1
YKL028W	YKL028W	TFA1
YKL029C	MAE1	MAE1
YKL029C	YKL029C	MAE1
YKL030W	YKL030W	NA
YKL031W	YKL031W	NA
YKL032C	IXR1	IXR1
YKL032C	YKL032C	IXR1
YKL033W	TTI1	TTI1
YKL033W	YKL033W	TTI1
YKL034W	TUL1	TUL1
YKL034W	YKL034W	TUL1
YKL035W	UGP1	UGP1
YKL035W	YKL035W	UGP1
YKL036C	YKL036C	NA
YKL037W	AIM26	AIM26
YKL037W	YKL037W	AIM26
YKL038W	RGT1	RGT1
YKL038W	YKL038W	RGT1
YKL039W	PTM1	PTM1
YKL039W	YKL039W	PTM1
YKL040C	NFU1	NFU1
YKL040C	YKL040C	NFU1
YKL041W	VPS24	VPS24
YKL041W	YKL041W	VPS24
YKL042W	SPC42	SPC42
YKL042W	YKL042W	SPC42
YKL043W	PHD1	PHD1
YKL043W	YKL043W	PHD1
YKL044W	MMO1	MMO1
YKL044W	YKL044W	MMO1
YKL045W	PRI2	PRI2
YKL045W	YKL045W	PRI2
YKL046C	DCW1	DCW1
YKL046C	YKL046C	DCW1
YKL047W	ANR2	ANR2
YKL047W	YKL047W	ANR2
YKL048C	ELM1	ELM1
YKL048C	YKL048C	ELM1
YKL049C	CSE4	CSE4
YKL049C	YKL049C	CSE4
YKL050C	LPX2	LPX2
YKL050C	YKL050C	LPX2
YKL051W	SFK1	SFK1
YKL051W	YKL051W	SFK1
YKL052C	ASK1	ASK1
YKL052C	YKL052C	ASK1
YKL053W	YKL053W	NA
YKL054C	DEF1	DEF1
YKL054C	YKL054C	DEF1
YKL055C	OAR1	OAR1
YKL055C	YKL055C	OAR1
YKL056C	TMA19	TMA19
YKL056C	YKL056C	TMA19
YKL057C	NUP120	NUP120
YKL057C	YKL057C	NUP120
YKL058W	TOA2	TOA2
YKL058W	YKL058W	TOA2
YKL059C	MPE1	MPE1
YKL059C	YKL059C	MPE1
YKL060C	FBA1	FBA1
YKL060C	YKL060C	FBA1
YKL061W	BLI1	BLI1
YKL061W	YKL061W	BLI1
YKL062W	MSN4	MSN4
YKL062W	YKL062W	MSN4
YKL063C	YKL063C	NA
YKL064W	MNR2	MNR2
YKL064W	YKL064W	MNR2
YKL065C	YET1	YET1
YKL065C	YKL065C	YET1
YKL066W	YKL066W	NA
YKL067W	YKL067W	YNK1
YKL067W	YNK1	YNK1
YKL068W	NUP100	NUP100
YKL068W	YKL068W	NUP100
YKL069W	YKL069W	NA
YKL070W	YKL070W	NA
YKL071W	OSI1	OSI1
YKL071W	YKL071W	OSI1
YKL072W	STB6	STB6
YKL072W	YKL072W	STB6
YKL073W	LHS1	LHS1
YKL073W	YKL073W	LHS1
YKL074C	MUD2	MUD2
YKL074C	YKL074C	MUD2
YKL075C	AAN1	AAN1
YKL075C	YKL075C	AAN1
YKL076C	PSY1	PSY1
YKL076C	YKL076C	PSY1
YKL077W	PSG1	PSG1
YKL077W	YKL077W	PSG1
YKL078W	DHR2	DHR2
YKL078W	YKL078W	DHR2
YKL079W	SMY1	SMY1
YKL079W	YKL079W	SMY1
YKL080W	VMA5	VMA5
YKL080W	YKL080W	VMA5
YKL081W	TEF4	TEF4
YKL081W	YKL081W	TEF4
YKL082C	RRP14	RRP14
YKL082C	YKL082C	RRP14
YKL083W	YKL083W	NA
YKL084W	HOT13	HOT13
YKL084W	YKL084W	HOT13
YKL085W	MDH1	MDH1
YKL085W	YKL085W	MDH1
YKL086W	SRX1	SRX1
YKL086W	YKL086W	SRX1
YKL087C	CYT2	CYT2
YKL087C	YKL087C	CYT2
YKL088W	CAB3	CAB3
YKL088W	YKL088W	CAB3
YKL089W	MIF2	MIF2
YKL089W	YKL089W	MIF2
YKL090W	CUE2	CUE2
YKL090W	YKL090W	CUE2
YKL091C	YKL091C	NA
YKL092C	BUD2	BUD2
YKL092C	YKL092C	BUD2
YKL093W	MBR1	MBR1
YKL093W	YKL093W	MBR1
YKL094W	YJU3	YJU3
YKL094W	YKL094W	YJU3
YKL095W	YJU2	YJU2
YKL095W	YKL095W	YJU2
YKL096W	CWP1	CWP1
YKL096W	YKL096W	CWP1
YKL097C	YKL097C	NA
YKL098W	MTC2	MTC2
YKL098W	YKL098W	MTC2
YKL099C	UTP11	UTP11
YKL099C	YKL099C	UTP11
YKL100C	YKL100C	YPF1
YKL100C	YPF1	YPF1
YKL101W	HSL1	HSL1
YKL101W	YKL101W	HSL1
YKL102C	YKL102C	NA
YKL103C	APE1	APE1
YKL103C	YKL103C	APE1
YKL104C	GFA1	GFA1
YKL104C	YKL104C	GFA1
YKL105C	SEG2	SEG2
YKL105C	YKL105C	SEG2
YKL106W	AAT1	AAT1
YKL106W	YKL106W	AAT1
YKL107W	YKL107W	NA
YKL108W	SLD2	SLD2
YKL108W	YKL108W	SLD2
YKL109W	HAP4	HAP4
YKL109W	YKL109W	HAP4
YKL110C	KTI12	KTI12
YKL110C	YKL110C	KTI12
YKL111C	YKL111C	NA
YKL112W	ABF1	ABF1
YKL112W	YKL112W	ABF1
YKL113C	RAD27	RAD27
YKL113C	YKL113C	RAD27
YKL114C	APN1	APN1
YKL114C	YKL114C	APN1
YKL115C	YKL115C	NA
YKL116C	PRR1	PRR1
YKL116C	YKL116C	PRR1
YKL117W	SBA1	SBA1
YKL117W	YKL117W	SBA1
YKL118W	YKL118W	NA
YKL119C	VPH2	VPH2
YKL119C	YKL119C	VPH2
YKL120W	OAC1	OAC1
YKL120W	YKL120W	OAC1
YKL121W	DGR2	DGR2
YKL121W	YKL121W	DGR2
YKL122C	SRP21	SRP21
YKL122C	YKL122C	SRP21
YKL123W	YKL123W	NA
YKL124W	SSH4	SSH4
YKL124W	YKL124W	SSH4
YKL125W	RRN3	RRN3
YKL125W	YKL125W	RRN3
YKL126W	YKL126W	YPK1
YKL126W	YPK1	YPK1
YKL127W	PGM1	PGM1
YKL127W	YKL127W	PGM1
YKL128C	PMU1	PMU1
YKL128C	YKL128C	PMU1
YKL129C	MYO3	MYO3
YKL129C	YKL129C	MYO3
YKL130C	SHE2	SHE2
YKL130C	YKL130C	SHE2
YKL131W	YKL131W	NA
YKL132C	RMA1	RMA1
YKL132C	YKL132C	RMA1
YKL133C	RCI50	RCI50
YKL133C	YKL133C	RCI50
YKL134C	OCT1	OCT1
YKL134C	YKL134C	OCT1
YKL135C	APL2	APL2
YKL135C	YKL135C	APL2
YKL136W	YKL136W	NA
YKL137W	CMC1	CMC1
YKL137W	YKL137W	CMC1
YKL138C	MRPL31	MRPL31
YKL138C	YKL138C	MRPL31
YKL139W	CTK1	CTK1
YKL139W	YKL139W	CTK1
YKL140W	TGL1	TGL1
YKL140W	YKL140W	TGL1
YKL141W	SDH3	SDH3
YKL141W	YKL141W	SDH3
YKL142W	MRP8	MRP8
YKL142W	YKL142W	MRP8
YKL143W	LTV1	LTV1
YKL143W	YKL143W	LTV1
YKL144C	RPC25	RPC25
YKL144C	YKL144C	RPC25
YKL145W	RPT1	RPT1
YKL145W	YKL145W	RPT1
YKL146W	AVT3	AVT3
YKL146W	YKL146W	AVT3
YKL147C	YKL147C	NA
YKL148C	SDH1	SDH1
YKL148C	YKL148C	SDH1
YKL149C	DBR1	DBR1
YKL149C	YKL149C	DBR1
YKL150W	MCR1	MCR1
YKL150W	YKL150W	MCR1
YKL151C	NNR2	NNR2
YKL151C	YKL151C	NNR2
YKL152C	GPM1	GPM1
YKL152C	YKL152C	GPM1
YKL153W	YKL153W	NA
YKL154W	SRP102	SRP102
YKL154W	YKL154W	SRP102
YKL155C	RSM22	RSM22
YKL155C	YKL155C	RSM22
YKL156W	RPS27A	RPS27A
YKL156W	YKL156W	RPS27A
YKL157W	APE2	APE2
YKL157W	YKL157W	APE2
YKL159C	RCN1	RCN1
YKL159C	YKL159C	RCN1
YKL160W	ELF1	ELF1
YKL160W	YKL160W	ELF1
YKL161C	KDX1	KDX1
YKL161C	YKL161C	KDX1
YKL162C	YKL162C	NA
YKL163W	PIR3	PIR3
YKL163W	YKL163W	PIR3
YKL164C	PIR1	PIR1
YKL164C	YKL164C	PIR1
YKL165C	MCD4	MCD4
YKL165C	YKL165C	MCD4
YKL166C	TPK3	TPK3
YKL166C	YKL166C	TPK3
YKL167C	MRP49	MRP49
YKL167C	YKL167C	MRP49
YKL168C	KKQ8	KKQ8
YKL168C	YKL168C	KKQ8
YKL169C	YKL169C	NA
YKL170W	MRPL38	MRPL38
YKL170W	YKL170W	MRPL38
YKL171W	NNK1	NNK1
YKL171W	YKL171W	NNK1
YKL172W	EBP2	EBP2
YKL172W	YKL172W	EBP2
YKL173W	SNU114	SNU114
YKL173W	YKL173W	SNU114
YKL174C	TPO5	TPO5
YKL174C	YKL174C	TPO5
YKL175W	YKL175W	ZRT3
YKL175W	ZRT3	ZRT3
YKL176C	LST4	LST4
YKL176C	YKL176C	LST4
YKL177W	YKL177W	NA
YKL178C	STE3	STE3
YKL178C	YKL178C	STE3
YKL179C	COY1	COY1
YKL179C	YKL179C	COY1
YKL180W	RPL17A	RPL17A
YKL180W	YKL180W	RPL17A
YKL181W	PRS1	PRS1
YKL181W	YKL181W	PRS1
YKL182W	FAS1	FAS1
YKL182W	YKL182W	FAS1
YKL183W	LOT5	LOT5
YKL183W	YKL183W	LOT5
YKL184W	SPE1	SPE1
YKL184W	YKL184W	SPE1
YKL185W	ASH1	ASH1
YKL185W	YKL185W	ASH1
YKL186C	MTR2	MTR2
YKL186C	YKL186C	MTR2
YKL187C	FAT3	FAT3
YKL187C	YKL187C	FAT3
YKL188C	PXA2	PXA2
YKL188C	YKL188C	PXA2
YKL189W	HYM1	HYM1
YKL189W	YKL189W	HYM1
YKL190W	CNB1	CNB1
YKL190W	YKL190W	CNB1
YKL191W	DPH2	DPH2
YKL191W	YKL191W	DPH2
YKL192C	ACP1	ACP1
YKL192C	YKL192C	ACP1
YKL193C	SDS22	SDS22
YKL193C	YKL193C	SDS22
YKL194C	MST1	MST1
YKL194C	YKL194C	MST1
YKL195W	MIA40	MIA40
YKL195W	YKL195W	MIA40
YKL196C	YKL196C	YKT6
YKL196C	YKT6	YKT6
YKL197C	PEX1	PEX1
YKL197C	YKL197C	PEX1
YKL198C	PTK1	PTK1
YKL198C	YKL198C	PTK1
YKL199C	YKL199C	NA
YKL200C	YKL200C	NA
YKL201C	MNN4	MNN4
YKL201C	YKL201C	MNN4
YKL202W	YKL202W	NA
YKL203C	TOR2	TOR2
YKL203C	YKL203C	TOR2
YKL204W	EAP1	EAP1
YKL204W	YKL204W	EAP1
YKL205W	LOS1	LOS1
YKL205W	YKL205W	LOS1
YKL206C	ADD66	ADD66
YKL206C	YKL206C	ADD66
YKL207W	EMC3	EMC3
YKL207W	YKL207W	EMC3
YKL208W	CBT1	CBT1
YKL208W	YKL208W	CBT1
YKL209C	STE6	STE6
YKL209C	YKL209C	STE6
YKL210W	UBA1	UBA1
YKL210W	YKL210W	UBA1
YKL211C	TRP3	TRP3
YKL211C	YKL211C	TRP3
YKL212W	SAC1	SAC1
YKL212W	YKL212W	SAC1
YKL213C	DOA1	DOA1
YKL213C	YKL213C	DOA1
YKL214C	YKL214C	YRA2
YKL214C	YRA2	YRA2
YKL215C	OXP1	OXP1
YKL215C	YKL215C	OXP1
YKL216W	URA1	URA1
YKL216W	YKL216W	URA1
YKL217W	JEN1	JEN1
YKL217W	YKL217W	JEN1
YKL218C	SRY1	SRY1
YKL218C	YKL218C	SRY1
YKL219W	COS9	COS9
YKL220C	FRE2	FRE2
YKL220C	YKL220C	FRE2
YKL221W	MCH2	MCH2
YKL221W	YKL221W	MCH2
YKL222C	YKL222C	NA
YKL224C	PAU16	PAU16
YKR001C	VPS1	VPS1
YKR001C	YKR001C	VPS1
YKR002W	PAP1	PAP1
YKR002W	YKR002W	PAP1
YKR003W	OSH6	OSH6
YKR003W	YKR003W	OSH6
YKR004C	ECM9	ECM9
YKR004C	YKR004C	ECM9
YKR005C	YKR005C	NA
YKR006C	MRPL13	MRPL13
YKR006C	YKR006C	MRPL13
YKR007W	MEH1	MEH1
YKR007W	YKR007W	MEH1
YKR008W	RSC4	RSC4
YKR008W	YKR008W	RSC4
YKR009C	FOX2	FOX2
YKR009C	YKR009C	FOX2
YKR010C	TOF2	TOF2
YKR010C	YKR010C	TOF2
YKR011C	YKR011C	NA
YKR012C	YKR012C	NA
YKR013W	PRY2	PRY2
YKR013W	YKR013W	PRY2
YKR014C	YKR014C	YPT52
YKR014C	YPT52	YPT52
YKR015C	YKR015C	NA
YKR016W	MIC60	MIC60
YKR016W	YKR016W	MIC60
YKR017C	HEL1	HEL1
YKR017C	YKR017C	HEL1
YKR018C	YKR018C	NA
YKR019C	IRS4	IRS4
YKR019C	YKR019C	IRS4
YKR020W	VPS51	VPS51
YKR020W	YKR020W	VPS51
YKR021W	ALY1	ALY1
YKR021W	YKR021W	ALY1
YKR022C	NTR2	NTR2
YKR022C	YKR022C	NTR2
YKR023W	RQT4	RQT4
YKR023W	YKR023W	RQT4
YKR024C	DBP7	DBP7
YKR024C	YKR024C	DBP7
YKR025W	RPC37	RPC37
YKR025W	YKR025W	RPC37
YKR026C	GCN3	GCN3
YKR026C	YKR026C	GCN3
YKR027W	BCH2	BCH2
YKR027W	YKR027W	BCH2
YKR028W	SAP190	SAP190
YKR028W	YKR028W	SAP190
YKR029C	SET3	SET3
YKR029C	YKR029C	SET3
YKR030W	GMH1	GMH1
YKR030W	YKR030W	GMH1
YKR031C	SPO14	SPO14
YKR031C	YKR031C	SPO14
YKR032W	YKR032W	NA
YKR033C	YKR033C	NA
YKR034W	DAL80	DAL80
YKR034W	YKR034W	DAL80
YKR035C	OPI8	OPI8
YKR035C	YKR035C	OPI8
YKR036C	CAF4	CAF4
YKR036C	YKR036C	CAF4
YKR037C	SPC34	SPC34
YKR037C	YKR037C	SPC34
YKR038C	KAE1	KAE1
YKR038C	YKR038C	KAE1
YKR039W	GAP1	GAP1
YKR039W	YKR039W	GAP1
YKR040C	YKR040C	NA
YKR041W	YKR041W	NA
YKR042W	UTH1	UTH1
YKR042W	YKR042W	UTH1
YKR043C	SHB17	SHB17
YKR043C	YKR043C	SHB17
YKR044W	UIP5	UIP5
YKR044W	YKR044W	UIP5
YKR045C	YKR045C	NA
YKR046C	PLN1	PLN1
YKR046C	YKR046C	PLN1
YKR047W	YKR047W	NA
YKR048C	NAP1	NAP1
YKR048C	YKR048C	NAP1
YKR049C	FMP46	FMP46
YKR049C	YKR049C	FMP46
YKR050W	TRK2	TRK2
YKR050W	YKR050W	TRK2
YKR051W	HFL1	HFL1
YKR051W	YKR051W	HFL1
YKR052C	MRS4	MRS4
YKR052C	YKR052C	MRS4
YKR053C	YKR053C	YSR3
YKR053C	YSR3	YSR3
YKR054C	DYN1	DYN1
YKR054C	YKR054C	DYN1
YKR055W	RHO4	RHO4
YKR055W	YKR055W	RHO4
YKR056W	TRM2	TRM2
YKR056W	YKR056W	TRM2
YKR057W	RPS21A	RPS21A
YKR057W	YKR057W	RPS21A
YKR058W	GLG1	GLG1
YKR058W	YKR058W	GLG1
YKR059W	TIF1	TIF1
YKR059W	YKR059W	TIF1
YKR060W	UTP30	UTP30
YKR060W	YKR060W	UTP30
YKR061W	KTR2	KTR2
YKR061W	YKR061W	KTR2
YKR062W	TFA2	TFA2
YKR062W	YKR062W	TFA2
YKR063C	LAS1	LAS1
YKR063C	YKR063C	LAS1
YKR064W	OAF3	OAF3
YKR064W	YKR064W	OAF3
YKR065C	PAM17	PAM17
YKR065C	YKR065C	PAM17
YKR066C	CCP1	CCP1
YKR066C	YKR066C	CCP1
YKR067W	GPT2	GPT2
YKR067W	YKR067W	GPT2
YKR068C	BET3	BET3
YKR068C	YKR068C	BET3
YKR069W	MET1	MET1
YKR069W	YKR069W	MET1
YKR070W	YKR070W	NA
YKR071C	DRE2	DRE2
YKR071C	YKR071C	DRE2
YKR072C	SIS2	SIS2
YKR072C	YKR072C	SIS2
YKR073C	YKR073C	NA
YKR074W	AIM29	AIM29
YKR074W	YKR074W	AIM29
YKR075C	YKR075C	NA
YKR076W	ECM4	ECM4
YKR076W	YKR076W	ECM4
YKR077W	MSA2	MSA2
YKR077W	YKR077W	MSA2
YKR078W	VPS501	VPS501
YKR078W	YKR078W	VPS501
YKR079C	TRZ1	TRZ1
YKR079C	YKR079C	TRZ1
YKR080W	MTD1	MTD1
YKR080W	YKR080W	MTD1
YKR081C	RPF2	RPF2
YKR081C	YKR081C	RPF2
YKR082W	NUP133	NUP133
YKR082W	YKR082W	NUP133
YKR083C	DAD2	DAD2
YKR083C	YKR083C	DAD2
YKR084C	HBS1	HBS1
YKR084C	YKR084C	HBS1
YKR085C	MRPL20	MRPL20
YKR085C	YKR085C	MRPL20
YKR086W	PRP16	PRP16
YKR086W	YKR086W	PRP16
YKR087C	OMA1	OMA1
YKR087C	YKR087C	OMA1
YKR088C	TVP38	TVP38
YKR088C	YKR088C	TVP38
YKR089C	TGL4	TGL4
YKR089C	YKR089C	TGL4
YKR090W	PXL1	PXL1
YKR090W	YKR090W	PXL1
YKR091W	SRL3	SRL3
YKR091W	YKR091W	SRL3
YKR092C	SRP40	SRP40
YKR092C	YKR092C	SRP40
YKR093W	PTR2	PTR2
YKR093W	YKR093W	PTR2
YKR094C	RPL40B	RPL40B
YKR094C	YKR094C	RPL40B
YKR095W	MLP1	MLP1
YKR095W	YKR095W	MLP1
YKR096W	ESL2	ESL2
YKR096W	YKR096W	ESL2
YKR097W	PCK1	PCK1
YKR097W	YKR097W	PCK1
YKR098C	UBP11	UBP11
YKR098C	YKR098C	UBP11
YKR099W	BAS1	BAS1
YKR099W	YKR099W	BAS1
YKR100C	SKG1	SKG1
YKR100C	YKR100C	SKG1
YKR101W	SIR1	SIR1
YKR101W	YKR101W	SIR1
YKR102W	FLO10	FLO10
YKR102W	YKR102W	FLO10
YKR103W	NFT1	NFT1
YKR103W	YKR103W	NFT1
YKR104W	YKR104W	NA
YKR105C	VBA5	VBA5
YKR105C	YKR105C	VBA5
YKR106W	GEX2	GEX2
YKR106W	YKR106W	GEX2
YAL065C	YAL065C	NA
YAR030C	YAR030C	NA
YFL063W	YFL063W	NA
YFL062W	COS4	COS4
YFL061W	DDI3	DDI3
YFL060C	SNO3	SNO3
YFL060C	YFL060C	SNO3
YFL059W	SNZ3	SNZ3
YFL058W	THI5	THI5
YFL056C	YFL056C	AAD6
YFL055W	AGP3	AGP3
YFL055W	YFL055W	AGP3
YFL054C	AQY3	AQY3
YFL054C	YFL054C	AQY3
YFL053W	DAK2	DAK2
YFL053W	YFL053W	DAK2
YFL052W	YFL052W	ZNF1
YFL052W	ZNF1	ZNF1
YFL051C	YFL051C	NA
YFL050C	ALR2	ALR2
YFL050C	YFL050C	ALR2
YFL049W	SWP82	SWP82
YFL049W	YFL049W	SWP82
YFL048C	EMP47	EMP47
YFL048C	YFL048C	EMP47
YFL047W	RGD2	RGD2
YFL047W	YFL047W	RGD2
YFL046W	FMP32	FMP32
YFL046W	YFL046W	FMP32
YFL045C	SEC53	SEC53
YFL045C	YFL045C	SEC53
YFL044C	OTU1	OTU1
YFL044C	YFL044C	OTU1
YFL043C	YFL043C	NA
YFL042C	LAM5	LAM5
YFL042C	YFL042C	LAM5
YFL041W	FET5	FET5
YFL041W	YFL041W	FET5
YFL040W	YFL040W	NA
YFL039C	ACT1	ACT1
YFL039C	YFL039C	ACT1
YFL038C	YFL038C	YPT1
YFL038C	YPT1	YPT1
YFL037W	TUB2	TUB2
YFL037W	YFL037W	TUB2
YFL036W	RPO41	RPO41
YFL036W	YFL036W	RPO41
YFL034C-B	MOB2	MOB2
YFL034C-B	YFL035C	MOB2
YFL034C-B	YFL035C-A	MOB2
YFL034W	MIL1	MIL1
YFL034W	YFL034W	MIL1
YFL033C	RIM15	RIM15
YFL033C	YFL033C	RIM15
YFL032W	YFL032W	NA
YFL031W	HAC1	HAC1
YFL031W	YFL031W	HAC1
YFL030W	AGX1	AGX1
YFL030W	YFL030W	AGX1
YFL029C	CAK1	CAK1
YFL029C	YFL029C	CAK1
YFL028C	CAF16	CAF16
YFL028C	YFL028C	CAF16
YFL027C	GYP8	GYP8
YFL027C	YFL027C	GYP8
YFL026W	STE2	STE2
YFL026W	YFL026W	STE2
YFL025C	BST1	BST1
YFL025C	YFL025C	BST1
YFL024C	EPL1	EPL1
YFL024C	YFL024C	EPL1
YFL023W	BUD27	BUD27
YFL023W	YFL023W	BUD27
YFL022C	FRS2	FRS2
YFL022C	YFL022C	FRS2
YFL021W	GAT1	GAT1
YFL021W	YFL021W	GAT1
YFL020C	PAU5	PAU5
YFL020C	YFL020C	PAU5
YFL019C	YFL019C	NA
YFL018C	LPD1	LPD1
YFL018C	YFL018C	LPD1
YFL017C	GNA1	GNA1
YFL017C	YFL017C	GNA1
YFL016C	MDJ1	MDJ1
YFL016C	YFL016C	MDJ1
YFL015C	YFL015C	NA
YFL014W	HSP12	HSP12
YFL014W	YFL014W	HSP12
YFL013C	IES1	IES1
YFL013C	YFL013C	IES1
YFL012W	YFL012W	NA
YFL011W	HXT10	HXT10
YFL011W	YFL011W	HXT10
YFL010C	WWM1	WWM1
YFL010C	YFL010C	WWM1
YFL009W	CDC4	CDC4
YFL009W	YFL009W	CDC4
YFL008W	SMC1	SMC1
YFL008W	YFL008W	SMC1
YFL007W	BLM10	BLM10
YFL007W	YFL007W	BLM10
YFL006W	YFL006W	NA
YFL005W	SEC4	SEC4
YFL005W	YFL005W	SEC4
YFL004W	VTC2	VTC2
YFL004W	YFL004W	VTC2
YFL003C	MSH4	MSH4
YFL003C	YFL003C	MSH4
YFL002C	SPB4	SPB4
YFL002C	YFL002C	SPB4
YFL001W	DEG1	DEG1
YFL001W	YFL001W	DEG1
YFR001W	LOC1	LOC1
YFR001W	YFR001W	LOC1
YFR002W	NIC96	NIC96
YFR002W	YFR002W	NIC96
YFR003C	YFR003C	YPI1
YFR003C	YPI1	YPI1
YFR004W	RPN11	RPN11
YFR004W	YFR004W	RPN11
YFR005C	SAD1	SAD1
YFR005C	YFR005C	SAD1
YFR006W	YFR006W	NA
YFR007W	YFH7	YFH7
YFR007W	YFR007W	YFH7
YFR008W	FAR7	FAR7
YFR008W	YFR008W	FAR7
YFR009W	GCN20	GCN20
YFR009W	YFR009W	GCN20
YFR010W	UBP6	UBP6
YFR010W	YFR010W	UBP6
YFR011C	MIC19	MIC19
YFR011C	YFR011C	MIC19
YFR012W	DCV1	DCV1
YFR012W	YFR012W	DCV1
YFR013W	IOC3	IOC3
YFR013W	YFR013W	IOC3
YFR014C	CMK1	CMK1
YFR014C	YFR014C	CMK1
YFR015C	GSY1	GSY1
YFR015C	YFR015C	GSY1
YFR016C	AIP5	AIP5
YFR016C	YFR016C	AIP5
YFR017C	IGD1	IGD1
YFR017C	YFR017C	IGD1
YFR018C	YFR018C	NA
YFR019W	FAB1	FAB1
YFR019W	YFR019W	FAB1
YFR020W	CSS2	CSS2
YFR020W	YFR020W	CSS2
YFR021W	ATG18	ATG18
YFR021W	YFR021W	ATG18
YFR022W	ROG3	ROG3
YFR022W	YFR022W	ROG3
YFR023W	PES4	PES4
YFR023W	YFR023W	PES4
YFR024C	YFR024C	NA
YFR025C	HIS2	HIS2
YFR025C	YFR025C	HIS2
YFR026C	ULI1	ULI1
YFR026C	YFR026C	ULI1
YFR027W	ECO1	ECO1
YFR027W	YFR027W	ECO1
YFR028C	CDC14	CDC14
YFR028C	YFR028C	CDC14
YFR029W	PTR3	PTR3
YFR029W	YFR029W	PTR3
YFR030W	MET10	MET10
YFR030W	YFR030W	MET10
YFR031C	SMC2	SMC2
YFR031C	YFR031C	SMC2
YFR032C	RRT5	RRT5
YFR032C	YFR032C	RRT5
YFR033C	QCR6	QCR6
YFR033C	YFR033C	QCR6
YFR034C	PHO4	PHO4
YFR034C	YFR034C	PHO4
YFR035C	YFR035C	NA
YFR036W	CDC26	CDC26
YFR036W	YFR036W	CDC26
YFR037C	RSC8	RSC8
YFR037C	YFR037C	RSC8
YFR038W	IRC5	IRC5
YFR038W	YFR038W	IRC5
YFR039C	OSW7	OSW7
YFR039C	YFR039C	OSW7
YFR040W	SAP155	SAP155
YFR040W	YFR040W	SAP155
YFR041C	ERJ5	ERJ5
YFR041C	YFR041C	ERJ5
YFR042W	KEG1	KEG1
YFR042W	YFR042W	KEG1
YFR043C	IRC6	IRC6
YFR043C	YFR043C	IRC6
YFR044C	DUG1	DUG1
YFR044C	YFR044C	DUG1
YFR045W	MRX20	MRX20
YFR045W	YFR045W	MRX20
YFR046C	CNN1	CNN1
YFR046C	YFR046C	CNN1
YFR047C	BNA6	BNA6
YFR047C	YFR047C	BNA6
YFR048W	RMD8	RMD8
YFR048W	YFR048W	RMD8
YFR049W	YFR049W	YMR31
YFR049W	YMR31	YMR31
YFR050C	PRE4	PRE4
YFR050C	YFR050C	PRE4
YFR051C	RET2	RET2
YFR051C	YFR051C	RET2
YFR052W	RPN12	RPN12
YFR052W	YFR052W	RPN12
YFR053C	HXK1	HXK1
YFR053C	YFR053C	HXK1
YFR054C	YFR054C	NA
YFR056C	YFR056C	NA
YFR055W	IRC7	IRC7
YFR055W	YFR055W	IRC7
YFR057W	YFR057W	NA
YER044C-A	MEI4	MEI4
YER044C-A	YER044C-A	MEI4
YFL010W-A	AUA1	AUA1
YFL010W-A	YFL010W-A	AUA1
YKL096W-A	CWP2	CWP2
YKL096W-A	YKL096W-A	CWP2
YHR079C-A	SAE3	SAE3
YHR079C-A	YHR079C-A	SAE3
YHR079C-A	YHR079C-B	SAE3
YHR039C-A	VMA10	VMA10
YHR039C-A	YHR039C-B	VMA10
YKL006C-A	SFT1	SFT1
YKL006C-A	YKL006C-A	SFT1
YEL017C-A	PMP2	PMP2
YEL017C-A	YEL017C-A	PMP2
YFR031C-A	RPL2A	RPL2A
YFR031C-A	YFR031C-A	RPL2A
YER019C-A	SBH2	SBH2
YER019C-A	YER019C-A	SBH2
YER087C-B	SBH1	SBH1
YER087C-B	YER087C-B	SBH1
YAR002C-A	ERP1	ERP1
YAR002C-A	YAR002C-A	ERP1
YCR079W	PTC6	PTC6
YCR079W	YCR079W	PTC6
YAL034C	FUN19	FUN19
YAL034C	YAL034C	FUN19
YER056C-A	RPL34A	RPL34A
YER056C-A	YER056C-A	RPL34A
YAL004W	YAL004W	NA
YAL034C-B	YAL035C-A	NA
YAL042C-A	YAL043C-A	NA
YAL056C-A	YAL056C-A	NA
YAL056C-A	YAL058C-A	NA
YAL064C-A	TDA8	TDA8
YAL064C-A	YAL064C-A	TDA8
YAL068C	PAU8	PAU8
YAL068C	YAL068C	PAU8
YBR084C-A	RPL19A	RPL19A
YBR084C-A	YBR084C-A	RPL19A
YBR089C-A	NHP6B	NHP6B
YBR089C-A	YBR090C-A	NHP6B
YBR162W-A	YBR162W-A	YSY6
YBR162W-A	YSY6	YSY6
YDL001W	RMD1	RMD1
YDL001W	YDL001W	RMD1
YDL002C	NHP10	NHP10
YDL002C	YDL002C	NHP10
YDL003W	MCD1	MCD1
YDL003W	YDL003W	MCD1
